"Date","Price","Open","High","Low","Vol.","Change %"
"04/17/2024","13,597.6","14,397.5","14,437.5","13,597.6","40.39M","-4.76%"
"04/16/2024","14,277.5","14,477.5","14,557.4","13,557.6","78.14M","-1.65%"
"04/15/2024","14,517.5","15,557.3","15,797.2","14,517.5","54.85M","-6.92%"
"04/12/2024","15,597.3","15,517.3","15,757.2","15,357.3","28.50M","1.83%"
"04/11/2024","15,317.3","15,157.3","15,477.3","15,117.3","33.11M","-0.26%"
"04/10/2024","15,357.3","15,717.2","15,717.2","15,357.3","21.84M","-2.29%"
"04/09/2024","15,717.2","15,277.3","15,717.2","15,157.3","34.51M","3.69%"
"04/08/2024","15,157.3","15,557.3","15,557.3","15,157.3","42.44M","-1.81%"
"04/05/2024","15,437.3","15,837.2","15,877.2","15,437.3","64.41M","-3.98%"
"04/04/2024","16,077.2","16,437.1","16,477.1","15,997.2","38.34M","-1.95%"
"04/03/2024","16,397.1","16,797.1","17,117.0","16,397.1","53.06M","-2.15%"
"04/02/2024","16,757.1","16,397.1","16,757.1","16,117.2","32.34M","1.95%"
"04/01/2024","16,437.1","16,357.1","16,637.1","16,077.2","39.78M","0.00%"
"03/29/2024","16,437.1","16,797.1","16,797.1","16,397.1","36.53M","-2.14%"
"03/28/2024","16,797.1","16,997.0","16,997.0","16,597.1","36.42M","0.00%"
"03/27/2024","16,797.1","17,077.0","17,077.0","16,557.1","33.08M","0.24%"
"03/26/2024","16,757.1","16,157.2","16,757.1","15,837.2","44.83M","3.71%"
"03/25/2024","16,157.2","16,557.1","16,557.1","15,997.2","50.06M","0.25%"
"03/22/2024","16,117.2","16,317.1","16,557.1","15,917.2","49.22M","0.00%"
"03/21/2024","16,117.2","16,437.1","16,477.1","15,957.2","41.02M","0.75%"
"03/20/2024","15,997.2","15,517.3","15,997.2","15,357.3","36.04M","3.63%"
"03/19/2024","15,437.3","15,957.2","15,957.2","15,437.3","29.90M","-2.28%"
"03/18/2024","15,797.2","16,797.1","16,957.0","15,477.3","78.42M","-5.05%"
"03/15/2024","16,637.1","16,637.1","16,957.0","16,197.2","31.75M","0.00%"
"03/14/2024","16,637.1","16,117.2","17,157.0","15,997.2","58.54M","3.48%"
"03/13/2024","16,077.2","15,077.4","16,077.2","15,077.4","46.62M","6.91%"
"03/12/2024","15,037.4","15,317.3","15,397.3","14,957.4","42.90M","-3.09%"
"03/11/2024","15,517.3","15,557.3","15,717.2","15,037.4","42.56M","-0.26%"
"03/08/2024","15,557.3","15,957.2","16,117.2","15,517.3","48.17M","-1.77%"
"03/07/2024","15,837.2","14,957.4","15,997.2","14,917.4","78.92M","5.88%"
"03/06/2024","14,957.4","15,317.3","15,437.3","14,837.4","35.65M","-2.09%"
"03/05/2024","15,277.3","15,157.3","15,317.3","14,877.4","37.34M","1.06%"
"03/04/2024","15,117.3","15,437.3","15,477.3","15,037.4","31.64M","0.00%"
"03/01/2024","15,117.3","14,677.4","15,157.3","14,677.4","48.00M","3.28%"
"02/29/2024","14,637.4","14,637.4","15,037.4","14,517.5","45.63M","0.83%"
"02/28/2024","14,517.5","14,557.4","14,757.4","14,397.5","35.18M","0.28%"
"02/27/2024","14,477.5","14,477.5","14,757.4","14,317.5","27.61M","0.84%"
"02/26/2024","14,357.5","13,957.5","14,517.5","13,837.6","31.19M","2.57%"
"02/23/2024","13,997.5","14,557.4","14,557.4","13,957.5","46.57M","-3.05%"
"02/22/2024","14,437.5","14,637.4","14,717.4","14,437.5","18.98M","-1.63%"
"02/21/2024","14,677.4","14,677.4","14,797.4","14,517.5","30.87M","0.27%"
"02/20/2024","14,637.4","14,397.5","14,957.4","14,397.5","61.79M","2.23%"
"02/19/2024","14,317.5","14,357.5","14,397.5","13,997.5","34.18M","-0.28%"
"02/16/2024","14,357.5","14,277.5","14,517.5","14,237.5","27.37M","0.56%"
"02/15/2024","14,277.5","14,557.4","14,597.4","14,237.5","30.77M","-1.38%"
"02/07/2024","14,477.5","14,477.5","14,597.4","14,277.5","20.18M","0.56%"
"02/06/2024","14,397.5","14,317.5","14,637.4","14,277.5","31.92M","1.12%"
"02/05/2024","14,237.5","14,197.5","14,317.5","14,117.5","19.45M","0.57%"
"02/02/2024","14,157.5","14,037.5","14,397.5","13,957.5","48.79M","1.72%"
"02/01/2024","13,917.6","13,997.5","14,037.5","13,877.6","15.09M","-0.29%"
"01/31/2024","13,957.5","13,957.5","14,317.5","13,917.6","46.63M","0.29%"
"01/30/2024","13,917.6","13,797.6","13,917.6","13,677.6","17.74M","0.87%"
"01/29/2024","13,797.6","13,917.6","14,037.5","13,797.6","18.44M","-0.58%"
"01/26/2024","13,877.6","13,877.6","13,997.5","13,837.6","17.48M","0.00%"
"01/25/2024","13,877.6","14,037.5","14,037.5","13,877.6","12.46M","-0.29%"
"01/24/2024","13,917.6","13,877.6","14,157.5","13,877.6","30.50M","0.29%"
"01/23/2024","13,877.6","13,917.6","13,997.5","13,837.6","20.83M","0.00%"
"01/22/2024","13,877.6","13,997.5","14,077.5","13,637.6","28.77M","0.00%"
"01/19/2024","13,877.6","14,237.5","14,317.5","13,837.6","33.54M","-0.57%"
"01/18/2024","13,957.5","13,997.5","14,157.5","13,877.6","24.09M","0.00%"
"01/17/2024","13,957.5","13,717.6","14,357.5","13,637.6","66.04M","2.35%"
"01/16/2024","13,637.6","13,317.7","13,637.6","13,277.7","21.56M","2.10%"
"01/15/2024","13,357.7","13,677.6","13,757.6","13,357.7","26.61M","-1.47%"
"01/12/2024","13,557.6","13,637.6","13,877.6","13,477.6","45.80M","-1.45%"
"01/11/2024","13,757.6","13,517.6","13,837.6","13,437.6","53.15M","2.99%"
"01/10/2024","13,357.7","13,557.6","13,597.6","13,277.7","23.39M","-1.47%"
"01/09/2024","13,557.6","13,637.6","13,837.6","13,517.6","32.13M","0.30%"
"01/08/2024","13,517.6","13,517.6","13,717.6","13,397.6","25.26M","0.90%"
"01/05/2024","13,397.6","13,517.6","13,517.6","13,277.7","15.99M","0.00%"
"01/04/2024","13,397.6","13,357.7","13,797.6","13,357.7","39.57M","0.60%"
"01/03/2024","13,317.7","13,077.7","13,317.7","13,077.7","17.09M","1.52%"
"01/02/2024","13,117.7","13,837.6","13,877.6","12,917.7","64.69M","-4.09%"
"12/29/2023","13,677.6","13,757.6","13,797.6","13,637.6","16.37M","0.00%"
"12/28/2023","13,677.6","13,637.6","13,837.6","13,597.6","21.37M","0.00%"
"12/27/2023","13,677.6","13,757.6","13,957.5","13,677.6","24.90M","0.00%"
"12/26/2023","13,677.6","13,637.6","13,757.6","13,557.6","19.21M","1.18%"
"12/25/2023","13,517.6","13,397.6","13,677.6","13,277.7","24.31M","1.20%"
"12/22/2023","13,357.7","13,517.6","13,717.6","13,317.7","24.53M","-0.89%"
"12/21/2023","13,477.6","13,357.7","13,517.6","13,357.7","12.53M","-0.59%"
"12/20/2023","13,557.6","13,517.6","13,717.6","13,357.7","21.86M","0.89%"
"12/19/2023","13,437.6","13,117.7","13,437.6","13,077.7","20.50M","2.44%"
"12/18/2023","13,117.7","13,277.7","13,317.7","13,077.7","15.84M","-0.61%"
"12/15/2023","13,197.7","13,117.7","13,517.6","13,037.7","30.05M","0.30%"
"12/14/2023","13,157.7","13,477.6","13,517.6","13,117.7","30.10M","-0.90%"
"12/13/2023","13,277.7","13,837.6","13,877.6","13,277.7","35.28M","-2.92%"
"12/12/2023","13,677.6","13,757.6","13,877.6","13,637.6","15.74M","0.00%"
"12/11/2023","13,677.6","13,597.6","13,837.6","13,277.7","51.43M","-0.58%"
"12/08/2023","13,757.6","13,997.5","14,077.5","13,597.6","29.86M","-1.43%"
"12/07/2023","13,957.5","14,437.5","14,477.5","13,597.6","92.37M","-3.32%"
"12/06/2023","14,437.5","14,157.5","14,517.5","14,077.5","36.74M","1.98%"
"12/05/2023","14,157.5","14,237.5","14,357.5","14,077.5","40.04M","-0.56%"
"12/04/2023","14,237.5","13,717.6","14,277.5","13,677.6","86.06M","6.59%"
"12/01/2023","13,357.7","13,277.7","13,477.6","13,037.7","36.78M","1.83%"
"11/30/2023","13,117.7","13,077.7","13,517.6","13,077.7","48.27M","-0.30%"
"11/29/2023","13,157.7","13,117.7","13,237.7","12,957.7","30.07M","1.23%"
"11/28/2023","12,997.7","12,877.7","13,037.7","12,397.8","44.47M","0.93%"
"11/27/2023","12,877.7","13,277.7","13,277.7","12,837.7","27.63M","-3.01%"
"11/24/2023","13,277.7","13,037.7","13,277.7","12,477.8","71.09M","3.75%"
"11/23/2023","12,797.8","13,917.6","13,997.5","12,797.8","56.52M","-6.98%"
"11/22/2023","13,757.6","13,597.6","13,837.6","13,397.6","53.45M","1.18%"
"11/21/2023","13,597.6","13,677.6","13,797.6","13,397.6","36.73M","0.59%"
"11/20/2023","13,517.6","12,637.8","13,597.6","12,637.8","61.43M","4.32%"
"11/17/2023","12,957.7","13,437.6","13,637.6","12,797.8","76.56M","-3.57%"
"11/16/2023","13,437.6","12,917.7","13,437.6","12,837.7","44.31M","2.75%"
"11/15/2023","13,077.7","13,477.6","13,517.6","12,877.7","50.24M","1.24%"
"11/14/2023","12,917.7","13,117.7","13,357.7","12,797.8","43.64M","1.25%"
"11/13/2023","12,757.8","12,757.8","12,957.7","12,197.9","56.66M","1.27%"
"11/10/2023","12,597.8","12,317.8","13,157.7","12,277.8","70.29M","0.96%"
"11/09/2023","12,477.8","12,117.9","12,477.8","11,997.9","77.13M","6.85%"
"11/08/2023","11,677.9","10,918.1","11,677.9","10,838.1","58.49M","6.96%"
"11/07/2023","10,918.1","10,918.1","11,278.0","10,798.1","36.92M","-1.44%"
"11/06/2023","11,078.1","11,078.1","11,118.0","10,798.1","33.22M","1.47%"
"11/03/2023","10,918.1","11,038.1","11,278.0","10,718.1","49.47M","0.00%"
"11/02/2023","10,918.1","10,558.1","10,918.1","10,438.2","42.74M","6.64%"
"11/01/2023","10,238.2","9,798.3","10,238.2","9,518.3","48.63M","6.22%"
"10/31/2023","9,638.3","10,078.2","10,398.2","9,438.3","45.03M","-4.74%"
"10/30/2023","10,118.2","10,638.1","10,838.1","10,118.2","26.54M","-6.99%"
"10/27/2023","10,878.1","11,198.0","11,198.0","10,318.2","40.51M","-0.37%"
"10/26/2023","10,918.1","11,398.0","11,438.0","10,918.1","58.09M","-6.83%"
"10/25/2023","11,717.9","11,837.9","12,197.9","11,677.9","31.13M","-0.34%"
"10/24/2023","11,757.9","11,677.9","11,837.9","11,478.0","22.35M","2.08%"
"10/23/2023","11,518.0","11,997.9","12,077.9","11,438.0","26.21M","-4.00%"
"10/20/2023","11,997.9","11,558.0","12,077.9","11,038.1","34.97M","4.17%"
"10/19/2023","11,518.0","11,957.9","12,117.9","11,478.0","29.67M","-3.03%"
"10/18/2023","11,877.9","11,757.9","12,237.9","11,438.0","61.07M","3.85%"
"10/17/2023","11,438.0","12,397.8","12,637.8","11,438.0","27.37M","-6.54%"
"10/16/2023","12,237.9","12,557.8","12,677.8","12,237.9","24.05M","-2.55%"
"10/13/2023","12,557.8","12,397.8","12,837.7","12,197.9","34.20M","-1.26%"
"10/12/2023","12,717.8","13,037.7","13,037.7","12,597.8","25.95M","-0.93%"
"10/11/2023","12,837.7","12,477.8","12,837.7","12,237.9","28.31M","3.22%"
"10/10/2023","12,437.8","12,557.8","12,917.7","12,397.8","39.61M","0.65%"
"10/09/2023","12,357.8","12,197.9","12,437.8","12,037.9","31.65M","1.98%"
"10/06/2023","12,117.9","11,318.0","12,117.9","11,318.0","47.29M","6.69%"
"10/05/2023","11,358.0","12,197.9","12,357.8","11,358.0","28.98M","-6.27%"
"10/04/2023","12,117.9","11,238.0","12,557.8","11,238.0","56.21M","1.68%"
"10/03/2023","11,917.9","12,517.8","12,637.8","11,917.9","46.44M","-6.88%"
"10/02/2023","12,797.8","12,637.8","13,197.7","12,517.8","38.11M","1.59%"
"09/29/2023","12,597.8","12,917.7","13,077.7","12,557.8","25.83M","-0.94%"
"09/28/2023","12,717.8","13,157.7","13,157.7","12,557.8","39.23M","-3.93%"
"09/27/2023","13,237.7","12,637.8","13,237.7","11,837.9","59.80M","5.41%"
"09/26/2023","12,557.8","12,797.8","13,757.6","12,397.8","70.12M","-5.14%"
"09/25/2023","13,237.7","13,957.5","14,237.5","13,237.7","48.46M","-6.76%"
"09/22/2023","14,197.5","14,677.4","14,797.4","14,197.5","80.83M","-6.82%"
"09/21/2023","15,237.3","15,797.2","15,797.2","15,157.3","39.30M","-3.54%"
"09/20/2023","15,797.2","15,117.3","15,837.2","14,957.4","33.10M","5.05%"
"09/19/2023","15,037.4","15,397.3","15,437.3","14,557.4","48.27M","-1.31%"
"09/18/2023","15,237.3","15,517.3","15,677.2","15,117.3","38.56M","-2.81%"
"09/15/2023","15,677.2","15,597.3","15,717.2","15,037.4","42.99M","1.55%"
"09/14/2023","15,437.3","15,997.2","16,077.2","15,317.3","50.53M","-3.50%"
"09/13/2023","15,997.2","16,477.1","16,597.1","15,797.2","47.58M","-2.91%"
"09/12/2023","16,477.1","15,477.3","16,477.1","15,317.3","47.71M","6.74%"
"09/11/2023","15,437.3","15,957.2","16,077.2","15,437.3","56.13M","-2.53%"
"09/08/2023","15,837.2","15,797.2","16,117.2","15,757.2","32.87M","-0.50%"
"09/07/2023","15,917.2","16,157.2","16,157.2","15,757.2","39.33M","-1.00%"
"09/06/2023","16,077.2","15,717.2","16,317.1","15,397.3","53.40M","2.29%"
"09/05/2023","15,717.2","15,957.2","15,957.2","15,597.3","39.23M","-0.76%"
"08/31/2023","15,837.2","15,597.3","15,837.2","15,357.3","41.28M","1.80%"
"08/30/2023","15,557.3","14,997.4","15,597.3","14,637.4","47.48M","3.73%"
"08/29/2023","14,997.4","15,197.3","15,197.3","14,477.5","47.54M","0.00%"
"08/28/2023","14,997.4","14,637.4","14,997.4","14,557.4","40.19M","3.02%"
"08/25/2023","14,557.4","14,277.5","14,637.4","14,037.5","53.06M","1.96%"
"08/24/2023","14,277.5","13,517.6","14,277.5","13,277.7","48.40M","6.89%"
"08/23/2023","13,357.7","13,837.6","13,877.6","13,197.7","32.59M","-1.76%"
"08/22/2023","13,597.6","13,277.7","13,597.6","12,237.9","52.19M","3.66%"
"08/21/2023","13,117.7","13,437.6","13,517.6","12,637.8","50.63M","-3.24%"
"08/18/2023","13,557.6","14,277.5","14,397.5","13,557.6","46.31M","-6.87%"
"08/17/2023","14,557.4","14,677.4","14,957.4","14,437.5","38.50M","-0.27%"
"08/16/2023","14,597.4","13,597.6","14,597.4","13,477.6","54.35M","6.41%"
"08/15/2023","13,717.6","13,677.6","13,717.6","13,277.7","37.64M","0.88%"
"08/14/2023","13,597.6","13,117.7","13,597.6","12,957.7","51.07M","4.94%"
"08/11/2023","12,957.7","12,957.7","12,957.7","12,437.8","24.62M","0.93%"
"08/10/2023","12,837.7","13,117.7","13,117.7","12,637.8","27.15M","-1.23%"
"08/09/2023","12,997.7","12,837.7","13,197.7","12,637.8","28.77M","0.93%"
"08/08/2023","12,877.7","13,637.6","13,637.6","12,877.7","32.49M","-4.73%"
"08/07/2023","13,517.6","13,597.6","13,717.6","13,357.7","28.58M","0.90%"
"08/04/2023","13,397.6","13,597.6","13,597.6","13,197.7","26.83M","-0.59%"
"08/03/2023","13,477.6","13,077.7","13,637.6","12,917.7","47.37M","3.06%"
"08/02/2023","13,077.7","12,157.9","13,077.7","12,077.9","37.13M","6.86%"
"08/01/2023","12,237.9","12,797.8","12,797.8","12,117.9","34.26M","-2.55%"
"07/31/2023","12,557.8","12,397.8","12,557.8","12,157.9","36.43M","3.29%"
"07/28/2023","12,157.9","11,518.0","12,157.9","11,478.0","41.84M","5.19%"
"07/27/2023","11,558.0","11,717.9","11,757.9","11,278.0","24.36M","0.35%"
"07/26/2023","11,518.0","11,198.0","11,518.0","10,998.1","22.91M","2.86%"
"07/25/2023","11,198.0","11,398.0","11,438.0","11,078.1","20.30M","-1.75%"
"07/24/2023","11,398.0","11,358.0","11,398.0","10,998.1","24.17M","1.79%"
"07/21/2023","11,198.0","11,158.0","11,358.0","10,998.1","30.50M","3.32%"
"07/20/2023","10,838.1","10,598.1","10,878.1","10,438.2","26.63M","3.43%"
"07/19/2023","10,478.2","10,478.2","10,918.1","10,318.2","43.13M","1.55%"
"07/18/2023","10,318.2","10,318.2","10,318.2","9,998.2","17.34M","0.78%"
"07/17/2023","10,238.2","10,358.2","10,518.2","10,118.2","33.42M","2.40%"
"07/14/2023","9,998.2","9,518.3","9,998.2","9,398.3","52.79M","6.84%"
"07/13/2023","9,358.4","9,198.4","9,398.3","9,158.4","18.03M","3.08%"
"07/12/2023","9,078.4","9,198.4","9,318.4","9,038.4","15.59M","-1.30%"
"07/11/2023","9,198.4","9,318.4","9,478.3","9,198.4","24.60M","-0.43%"
"07/10/2023","9,238.4","9,198.4","9,278.4","9,078.4","23.19M","1.76%"
"07/07/2023","9,078.4","8,718.5","9,118.4","8,558.5","30.84M","1.34%"
"07/06/2023","8,958.4","9,078.4","9,238.4","8,718.5","25.42M","-2.61%"
"07/05/2023","9,198.4","9,278.4","9,398.3","9,158.4","27.29M","0.00%"
"07/04/2023","9,198.4","8,758.5","9,238.4","8,718.5","24.25M","5.02%"
"07/03/2023","8,758.5","8,718.5","8,838.4","8,598.5","10.00M","1.39%"
"06/30/2023","8,638.5","8,478.5","8,678.5","8,478.5","15.27M","0.93%"
"06/29/2023","8,558.5","8,958.4","8,958.4","8,518.5","20.30M","-4.46%"
"06/28/2023","8,958.4","8,878.4","9,158.4","8,678.5","20.65M","0.90%"
"06/27/2023","8,878.4","9,318.4","9,318.4","8,718.5","29.70M","-3.48%"
"06/26/2023","9,198.4","9,598.3","9,678.3","9,078.4","85.70M","-5.74%"
"06/23/2023","9,758.3","9,478.3","9,918.3","9,358.4","24.84M","3.39%"
"06/22/2023","9,438.3","9,398.3","9,438.3","9,198.4","16.61M","1.72%"
"06/21/2023","9,278.4","8,918.4","9,318.4","8,838.4","26.61M","4.98%"
"06/20/2023","8,838.4","8,718.5","8,838.4","8,558.5","13.33M","1.38%"
"06/19/2023","8,718.5","8,758.5","8,878.4","8,638.5","16.27M","0.00%"
"06/16/2023","8,718.5","8,758.5","9,078.4","8,678.5","37.99M","2.35%"
"06/15/2023","8,518.5","8,478.5","8,558.5","8,318.5","18.89M","0.47%"
"06/14/2023","8,478.5","8,758.5","8,838.4","8,478.5","21.29M","-2.75%"
"06/13/2023","8,718.5","8,878.4","8,998.4","8,718.5","20.20M","-0.91%"
"06/12/2023","8,798.5","9,038.4","9,078.4","8,678.5","18.28M","-1.78%"
"06/09/2023","8,958.4","8,638.5","8,958.4","8,558.5","28.12M","4.67%"
"06/08/2023","8,558.5","8,598.5","9,038.4","8,558.5","39.82M","-0.93%"
"06/07/2023","8,638.5","8,398.5","8,638.5","8,198.6","19.97M","3.35%"
"06/06/2023","8,358.5","7,974.6","8,358.5","7,934.6","25.82M","4.81%"
"06/05/2023","7,974.6","8,078.6","8,198.6","7,910.6","28.90M","0.00%"
"06/02/2023","7,974.6","7,886.6","8,078.6","7,886.6","29.40M","2.15%"
"06/01/2023","7,806.6","7,518.7","7,838.6","7,494.7","22.49M","4.16%"
"05/31/2023","7,494.7","7,558.7","7,598.7","7,478.7","19.59M","-0.85%"
"05/30/2023","7,558.7","7,622.7","7,710.6","7,478.7","24.13M","-0.53%"
"05/29/2023","7,598.7","7,374.7","7,598.7","7,318.7","19.45M","4.63%"
"05/26/2023","7,262.7","7,022.8","7,438.7","6,974.8","23.74M","3.77%"
"05/25/2023","6,998.8","7,038.8","7,150.7","6,974.8","24.03M","1.67%"
"05/24/2023","6,884.1","6,912.2","6,989.5","6,827.8","34.04M","0.41%"
"05/23/2023","6,855.9","6,996.6","7,066.9","6,799.7","30.83M","-1.12%"
"05/22/2023","6,933.3","6,961.4","7,102.1","6,834.8","22.51M","0.61%"
"05/19/2023","6,891.1","6,750.5","6,898.1","6,680.1","33.19M","3.16%"
"05/18/2023","6,680.1","7,031.7","7,207.5","6,680.1","31.29M","-4.43%"
"05/17/2023","6,989.5","7,242.7","7,348.2","6,947.4","24.88M","-3.50%"
"05/16/2023","7,242.7","6,820.8","7,242.7","6,792.7","33.42M","6.74%"
"05/15/2023","6,785.6","7,207.5","7,277.8","6,785.6","30.97M","-3.50%"
"05/12/2023","7,031.7","6,645.0","7,031.7","6,546.5","31.52M","5.82%"
"05/11/2023","6,645.0","6,750.5","6,813.7","6,630.9","28.74M","-1.66%"
"05/10/2023","6,757.5","6,715.3","6,820.8","6,715.3","20.05M","2.12%"
"05/09/2023","6,616.9","6,202.0","6,616.9","6,110.6","39.17M","6.93%"
"05/08/2023","6,187.9","6,265.3","6,398.9","6,187.9","36.25M","0.11%"
"05/05/2023","6,180.9","5,984.0","6,223.1","5,984.0","34.37M","3.53%"
"05/04/2023","5,969.9","5,590.2","5,969.9","5,548.0","53.31M","6.93%"
"04/28/2023","5,583.2","5,526.9","5,604.3","5,512.9","11.47M","1.53%"
"04/27/2023","5,498.8","5,569.1","5,639.4","5,484.8","11.21M","-1.01%"
"04/26/2023","5,555.1","5,484.8","5,576.2","5,477.7","12.95M","1.02%"
"04/25/2023","5,498.8","5,709.8","5,787.1","5,456.6","20.21M","-2.74%"
"04/24/2023","5,653.5","5,449.6","5,688.7","5,386.3","24.46M","3.74%"
"04/21/2023","5,449.6","5,372.2","5,611.3","5,372.2","18.24M","1.71%"
"04/20/2023","5,358.2","5,365.2","5,414.4","5,344.1","6.94M","-0.13%"
"04/19/2023","5,365.2","5,519.9","5,611.3","5,351.1","13.07M","-2.18%"
"04/18/2023","5,484.8","5,414.4","5,526.9","5,365.2","12.90M","1.70%"
"04/17/2023","5,393.3","5,309.0","5,414.4","5,273.8","13.19M","2.27%"
"04/14/2023","5,273.8","5,597.3","5,618.4","5,273.8","24.35M","-5.06%"
"04/13/2023","5,555.1","5,702.7","5,737.9","5,526.9","23.10M","-2.47%"
"04/12/2023","5,695.7","5,864.5","5,871.5","5,688.7","15.73M","-2.41%"
"04/11/2023","5,836.3","5,723.8","5,836.3","5,590.2","20.61M","1.84%"
"04/10/2023","5,730.9","5,836.3","5,955.9","5,709.8","21.56M","0.99%"
"04/07/2023","5,674.6","5,569.1","5,695.7","5,526.9","22.98M","2.28%"
"04/06/2023","5,548.0","5,892.6","5,969.9","5,484.8","24.45M","-5.40%"
"04/05/2023","5,864.5","5,766.0","5,885.6","5,709.8","15.02M","1.09%"
"04/04/2023","5,801.2","5,667.6","5,822.3","5,583.2","24.39M","2.61%"
"04/03/2023","5,653.5","5,653.5","5,653.5","5,562.1","20.75M","4.42%"
"03/31/2023","5,414.4","5,323.0","5,484.8","5,217.5","20.46M","1.72%"
"03/30/2023","5,323.0","5,477.7","5,477.7","5,316.0","14.46M","-0.13%"
"03/29/2023","5,330.1","5,309.0","5,365.2","5,238.6","10.60M","0.13%"
"03/28/2023","5,323.0","5,435.5","5,505.8","5,294.9","18.05M","-0.26%"
"03/27/2023","5,337.1","5,133.2","5,393.3","5,126.1","23.02M","4.55%"
"03/24/2023","5,105.0","5,041.8","5,168.3","5,034.7","14.70M","2.69%"
"03/23/2023","4,971.4","4,887.1","5,020.7","4,887.1","8.26M","0.28%"
"03/22/2023","4,957.4","5,020.7","5,020.7","4,957.4","4.33M","-0.14%"
